,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
610,18,87.5,6,52,33,6525,-1.6,33.26237377,101.2830377,-1.3465383,-1.4531942
611,18,87.5,6,52,48,6526,-1.6,33.18362472,101.5904743,-1.3421282,-1.5080281999999998
612,18,87.5,6,52,63,6527,-1.6,33.12417958,101.8100675,-1.3388697,-1.5610146
613,18,87.5,6,52,78,6528,-1.6,33.07636492,101.9800651,-1.3362831,-1.6127968
614,18,87.5,8,22,33,6685,-1.6,33.19572977,101.8277586,-1.3474620000000002,-2.7996652
615,18,87.5,8,22,48,6686,-1.6,33.14270918,102.1240328,-1.3435375,-2.8434632
616,18,87.5,8,22,63,6687,-1.6,33.10486701,102.3330329,-1.3406448,-2.8896757
617,18,87.5,8,22,78,6688,-1.6,33.07672758,102.4937292,-1.3383496,-2.9373658
618,18,87.5,8,37,33,6689,-1.6,33.14563518,101.5001618,-1.3487772,-3.0676058
619,18,87.5,8,37,48,6690,-1.6,33.08875083,101.8040372,-1.3447368,-3.1161943
620,18,87.5,8,37,63,6691,-1.6,33.04876691,102.0203203,-1.3417704,-3.1655454
621,18,87.5,8,37,78,6692,-1.6,33.01875312,102.186223,-1.3394274,-3.2153315
622,18,87.5,8,52,33,6693,-1.6,33.09404208,101.2825224,-1.3480755,-3.3358219
623,18,87.5,8,52,48,6694,-1.6,33.03432797,101.5899595,-1.3438389,-3.3896374
624,18,87.5,8,52,63,6695,-1.6,32.99148726,101.8095534,-1.3407421,-3.4423931000000003
625,18,87.5,8,52,78,6696,-1.6,32.9596822,101.9795516,-1.3383085,-3.4944365
626,18,100.0,2,22,33,6205,-1.6,31.60159609,99.0956954,-1.3737984,2.6765275
627,18,100.0,2,22,48,6206,-1.6,31.5106839,99.4265441,-1.3695283,2.6726909
628,18,100.0,2,22,63,6207,-1.6,31.43648526,99.6631427,-1.3663442,2.6689237
629,18,100.0,2,22,78,6208,-1.6,31.37302296,99.8464667,-1.3637913000000002,2.6653544
630,18,100.0,2,37,33,6209,-1.6,31.54981998,98.7327718,-1.3742598999999998,2.3990891
631,18,100.0,2,37,48,6210,-1.6,31.45435046,99.0697489,-1.3696081,2.3896294
632,18,100.0,2,37,63,6211,-1.6,31.37649465,99.3102604,-1.366111,2.3813511000000003
633,18,100.0,2,37,78,6212,-1.6,31.31000971,99.4972263,-1.3632893,2.3739637000000005
634,18,100.0,2,52,33,6213,-1.6,31.4976235,98.4931176,-1.3724364,2.1102769
635,18,100.0,2,52,48,6214,-1.6,31.39673529,98.8323307,-1.3672624,2.09448
636,18,100.0,2,52,63,6215,-1.6,31.31470767,99.0760648,-1.3633422,2.0811184
637,18,100.0,2,52,78,6216,-1.6,31.24458139,99.2649065,-1.36016,2.0694297
638,18,100.0,4,22,33,6373,-1.6,32.46099536,99.0966425,-1.3783607,0.3864767
639,18,100.0,4,22,48,6374,-1.6,32.38439731,99.4275459,-1.3741616,0.3460862
640,18,100.0,4,22,63,6375,-1.6,32.3231646,99.6641859,-1.3710423,0.30499190000000004
641,18,100.0,4,22,78,6376,-1.6,32.27170847,99.8475417,-1.3685497,0.2635484
642,18,100.0,4,37,33,6377,-1.6,32.41096586,98.7337042,-1.3793542,0.1425121
643,18,100.0,4,37,48,6378,-1.6,32.3302308,99.070684,-1.3748825,0.0956392
644,18,100.0,4,37,63,6379,-1.6,32.26589576,99.3112056,-1.3715454,0.0495558
645,18,100.0,4,37,78,6380,-1.6,32.21196521,99.4981807,-1.3688701,0.0040686
646,18,100.0,4,52,33,6381,-1.6,32.360839899999995,98.4940812,-1.3781693000000002,-0.1045827
647,18,100.0,4,52,48,6382,-1.6,32.27538758,98.8332911,-1.3733081,-0.15859260000000006
648,18,100.0,4,52,63,6383,-1.6,32.20744131,99.07701740000002,-1.3696636,-0.2101369
649,18,100.0,4,52,78,6384,-1.6,32.1503987,99.26586,-1.3667322,-0.2600264
650,18,100.0,6,22,33,6541,-1.6,33.92557828,99.0963373,-1.3811094,-1.6751028
651,18,100.0,6,22,48,6542,-1.6,33.87342272,99.4272461,-1.3770436,-1.7058656000000003
652,18,100.0,6,22,63,6543,-1.6,33.83497693,99.6638883,-1.3740418,-1.7392082999999998
653,18,100.0,6,22,78,6544,-1.6,33.80468270000001,99.8472447,-1.3716561,-1.774137
654,18,100.0,6,37,33,6545,-1.6,33.87755161,98.733389,-1.3829334999999998,-1.9006738
655,18,100.0,6,37,48,6546,-1.6,33.822189,99.0703735,-1.3787651,-1.9359802
656,18,100.0,6,37,63,6547,-1.6,33.78131093,99.3108969,-1.3756935,-1.9725153
657,18,100.0,6,37,78,6548,-1.6,33.74915467,99.4978732,-1.3732586000000002,-2.0097865
658,18,100.0,6,52,33,6549,-1.6,33.82997776,98.4937714,-1.38276,-2.1267004000000003
659,18,100.0,6,52,48,6550,-1.6,33.77104457,98.8329805,-1.3784094999999998,-2.1669725
660,18,100.0,6,52,63,6551,-1.6,33.72744649,99.0767091,-1.3752109,-2.2069735
661,18,100.0,6,52,78,6552,-1.6,33.69328976,99.2655518,-1.3726823,-2.2467688
662,18,100.0,8,22,33,6709,-1.6,33.71018946,99.0957349,-1.3824686000000002,-3.612022
663,18,100.0,8,22,48,6710,-1.6,33.67554465,99.42664659999998,-1.3784468,-3.6409241
664,18,100.0,8,22,63,6711,-1.6,33.65304074,99.6632902,-1.3754871000000002,-3.6733789
665,18,100.0,8,22,78,6712,-1.6,33.63751204,99.8466473,-1.3731418,-3.7080419
666,18,100.0,8,37,33,6713,-1.6,33.66489396,98.7327781,-1.3844457,-3.8478575
667,18,100.0,8,37,48,6714,-1.6,33.62801663,99.0697687,-1.3803811,-3.8805642
668,18,100.0,8,37,63,6715,-1.6,33.60366369,99.3102934,-1.3774069,-3.9154471
669,18,100.0,8,37,78,6716,-1.6,33.58691248,99.4972707,-1.3750645,-3.9516734
670,18,100.0,8,52,33,6717,-1.6,33.62089029,98.4931625,-1.3844561000000002,-4.0829921
671,18,100.0,8,52,48,6718,-1.6,33.58124294,98.8323714,-1.3802823,-4.1198379
672,18,100.0,8,52,63,6719,-1.6,33.55499945,99.0761051,-1.3772486000000002,-4.1573400000000005
673,18,100.0,8,52,78,6720,-1.6,33.53718554,99.2649484,-1.3748762,-4.1952319000000005
674,20,25.0,2,22,33,12109,-1.6,28.33541386,112.6653468,-1.2441125,1.5514
675,20,25.0,2,22,48,12110,-1.6,27.96174252,112.7460337,-1.238935,1.518603
676,20,25.0,2,22,63,12111,-1.6,27.66487634,112.7945152,-1.2349975,1.4909106
677,20,25.0,2,22,78,12112,-1.6,27.41581597,112.8264395,-1.2317914,1.4666244
678,20,25.0,2,37,33,12113,-1.6,28.19613352,112.5610075,-1.2341265,1.3612753999999998
679,20,25.0,2,37,48,12114,-1.6,27.80985795,112.6579062,-1.2272183,1.3232492
680,20,25.0,2,37,63,12115,-1.6,27.50341009,112.718671,-1.2218835,1.291366
681,20,25.0,2,37,78,12116,-1.6,27.24661806,112.7605305,-1.2174893,1.2635363000000002
682,20,25.0,2,52,33,12117,-1.6,28.03832458,112.4837574,-1.2198733999999998,1.1321447
683,20,25.0,2,52,48,12118,-1.6,27.63713223,112.5907642,-1.2108616,1.0876624
684,20,25.0,2,52,63,12119,-1.6,27.31942094,112.6592229,-1.2038395,1.0506062
685,20,25.0,2,52,78,12120,-1.6,27.05357567,112.7073265,-1.1980183,1.0184050999999998
686,20,25.0,4,22,33,12277,-1.6,28.56099377,112.6725758,-1.2459105,2.8669147999999995
687,20,25.0,4,22,48,12278,-1.6,28.19777345,112.7531959,-1.2408091,2.7678228
688,20,25.0,4,22,63,12279,-1.6,27.91014872,112.8016286,-1.2369393,2.6777906
689,20,25.0,4,22,78,12280,-1.6,27.66943262,112.8335141,-1.2337951,2.5931306
690,20,25.0,4,37,33,12281,-1.6,28.42314324,112.5683158,-1.2363851,2.5793489
691,20,25.0,4,37,48,12282,-1.6,28.04756994,112.6651377,-1.2296493999999998,2.4628895
692,20,25.0,4,37,63,12283,-1.6,27.75054668,112.7258466,-1.224466,2.3583372
693,20,25.0,4,37,78,12284,-1.6,27.50231477,112.76766229999998,-1.2202093,2.2610168
694,20,25.0,4,52,33,12285,-1.6,28.26694783,112.4911287,-1.2226788,2.2609287
695,20,25.0,4,52,48,12286,-1.6,27.87674619,112.5980561,-1.2139517,2.1261829
696,20,25.0,4,52,63,12287,-1.6,27.56872049,112.6664568,-1.2071781,2.0066861
697,20,25.0,4,52,78,12288,-1.6,27.31162168,112.7145148,-1.2015813,1.896586
698,20,25.0,6,22,33,12445,-1.6,28.90814829,112.67463909999998,-1.2472931,2.7783066
699,20,25.0,6,22,48,12446,-1.6,28.56197324,112.7552337,-1.2423281000000002,2.6388608
700,20,25.0,6,22,63,12447,-1.6,28.28967919,112.8036473,-1.2385779,2.5087429
701,20,25.0,6,22,78,12448,-1.6,28.06291456,112.8355174,-1.2355421999999998,2.3838826
702,20,25.0,6,37,33,12449,-1.6,28.771439500000003,112.5704056,-1.2385351999999998,2.3695677
703,20,25.0,6,37,48,12450,-1.6,28.4131852,112.6672015,-1.2320958999999998,2.2088809
704,20,25.0,6,37,63,12451,-1.6,28.13185379,112.7278914,-1.2271712,2.0618015
705,20,25.0,6,37,78,12452,-1.6,27.89779945,112.769692,-1.2231481000000002,1.9228538
706,20,25.0,6,52,33,12453,-1.6,28.61666625,112.4932382,-1.2257441999999998,1.931598
707,20,25.0,6,52,48,12454,-1.6,28.2444145,112.60013909999998,-1.2175,1.7498688999999998
708,20,25.0,6,52,63,12455,-1.6,27.95210933,112.6685205,-1.2111461,1.5864638
709,20,25.0,6,52,78,12456,-1.6,27.70954017,112.7165633,-1.2059271,1.4342961
710,20,25.0,8,22,33,12613,-1.6,28.90715136,112.6754846,-1.2478607,2.1012999
711,20,25.0,8,22,48,12614,-1.6,28.57391202,112.7560673,-1.2429424,1.9220077
712,20,25.0,8,22,63,12615,-1.6,28.31286618,112.804472,-1.2392359,1.7528960999999998
713,20,25.0,8,22,78,12616,-1.6,28.09639657,112.8363351,-1.2362414,1.5896377
714,20,25.0,8,37,33,12617,-1.6,28.7723643,112.5712633,-1.2392537,1.5920237
715,20,25.0,8,37,48,12618,-1.6,28.42744662,112.6680472,-1.2329178,1.3912843
716,20,25.0,8,37,63,12619,-1.6,28.15761394,112.7287284,-1.2280889,1.2060223
717,20,25.0,8,37,78,12620,-1.6,27.93405789,112.770522,-1.2241558,1.0302002
718,20,25.0,8,52,33,12621,-1.6,28.61989482,112.494105,-1.2266423999999998,1.0595671999999998
719,20,25.0,8,52,48,12622,-1.6,28.26117925,112.6009936,-1.2185685,0.8385821
720,20,25.0,8,52,63,12623,-1.6,27.98095792,112.6693661,-1.2123712,0.6386142
721,20,25.0,8,52,78,12624,-1.6,27.74912094,112.7174019,-1.2072991000000002,0.4517393
722,20,37.5,2,22,33,12133,-1.6,29.40236059,111.32442079999998,-1.2593171,2.7320501
723,20,37.5,2,22,48,12134,-1.6,29.14278082,111.4247058,-1.2546098,2.7044233
724,20,37.5,2,22,63,12135,-1.6,28.93462276,111.4876095,-1.2510559,2.6811303
725,20,37.5,2,22,78,12136,-1.6,28.75870475,111.53095729999998,-1.2481783000000002,2.6607407000000003
726,20,37.5,2,37,33,12137,-1.6,29.29701982,111.1990752,-1.2538961000000002,2.5047381
727,20,37.5,2,37,48,12138,-1.6,29.02731703,111.31509640000002,-1.2480496,2.4704974
728,20,37.5,2,37,63,12139,-1.6,28.81129898,111.3899794,-1.2435727,2.4419074
729,20,37.5,2,37,78,12140,-1.6,28.62893469,111.4430493,-1.2399083999999998,2.4170411
730,20,37.5,2,52,33,12141,-1.6,29.18014041,111.1083653,-1.2450772,2.243003
731,20,37.5,2,52,48,12142,-1.6,28.89843776,111.2341468,-1.2378096,2.2008969
732,20,37.5,2,52,63,12143,-1.6,28.67315096,111.31649640000002,-1.2321886,2.1660118
733,20,37.5,2,52,78,12144,-1.6,28.48314751,111.3756477,-1.2275537,2.1358294
734,20,37.5,4,22,33,12301,-1.6,29.72050257,111.3289241,-1.2615775,2.9905404
735,20,37.5,4,22,48,12302,-1.6,29.472741600000006,111.4291798,-1.2569449,2.9062649
736,20,37.5,4,22,63,12303,-1.6,29.27516249,111.4920621,-1.2534578,2.8278222
737,20,37.5,4,22,78,12304,-1.6,29.10893436,111.5353928,-1.2506416,2.7528612
738,20,37.5,4,37,33,12305,-1.6,29.61665582,111.2036229,-1.2566274,2.6871008
739,20,37.5,4,37,48,12306,-1.6,29.35909935,111.3195986,-1.2509544,2.5877696
740,20,37.5,4,37,63,12307,-1.6,29.15395677,111.3944491,-1.2466306,2.4970017
741,20,37.5,4,37,78,12308,-1.6,28.98156188,111.4474937,-1.2431057,2.4114875
742,20,37.5,4,52,33,12309,-1.6,29.50161823,111.1129594,-1.2483718,2.3613519
743,20,37.5,4,52,48,12310,-1.6,29.23251131,111.2386907,-1.2413954,2.2461098
744,20,37.5,4,52,63,12311,-1.6,29.01844517,111.3210041,-1.2360295,2.1425608
745,20,37.5,4,52,78,12312,-1.6,28.83872204,111.3801271,-1.2316258,2.0462809
746,20,37.5,6,22,33,12469,-1.6,30.22436664,111.330036,-1.2631815,2.3500399
747,20,37.5,6,22,48,12470,-1.6,29.99610698,111.4302783,-1.2586841,2.2364558
748,20,37.5,6,22,63,12471,-1.6,29.81608955,111.4931501,-1.2553157,2.1281887000000004
749,20,37.5,6,22,78,12472,-1.6,29.66627419,111.536472,-1.2526073,2.0229934
750,20,37.5,6,37,33,12473,-1.6,30.12201293,111.2047482,-1.2590068,1.9551403000000005
751,20,37.5,6,37,48,12474,-1.6,29.88447458,111.3207095,-1.2536317,1.8257876
752,20,37.5,6,37,63,12475,-1.6,29.69751049,111.39554950000002,-1.2495682,1.7053316000000005
753,20,37.5,6,37,78,12476,-1.6,29.54187083,111.4485858,-1.2462789,1.5903056
754,20,37.5,6,52,33,12477,-1.6,30.00882275,111.1140972,-1.2516856,1.5431556
755,20,37.5,6,52,48,12478,-1.6,29.76035753,111.2398132,-1.2452005,1.3977847
756,20,37.5,6,52,63,12479,-1.6,29.56498895,111.3221155,-1.2402628,1.2652221
757,20,37.5,6,52,78,12480,-1.6,29.4024836,111.3812298,-1.2362456,1.140628
758,20,37.5,8,22,33,12637,-1.6,30.19640853,111.3303531,-1.2638816000000002,1.2663627
759,20,37.5,8,22,48,12638,-1.6,29.98259053,111.4305902,-1.2594305,1.1252448
760,20,37.5,8,22,63,12639,-1.6,29.81556475,111.4934581,-1.2561056000000002,0.9897751
761,20,37.5,8,22,78,12640,-1.6,29.67736994,111.5367767,-1.2534383999999998,0.8577201999999999
762,20,37.5,8,37,33,12641,-1.6,30.09625863,111.2050702,-1.2598602,0.8009425
763,20,37.5,8,37,48,12642,-1.6,29.87372519,111.3210261,-1.2545892,0.6452456
764,20,37.5,8,37,63,12643,-1.6,29.70001543,111.3958622,-1.2506225,0.4992709
765,20,37.5,8,37,78,12644,-1.6,29.55652722,111.4488952,-1.2474242,0.3593967
766,20,37.5,8,52,33,12645,-1.6,29.98578252,111.1144241,-1.2527228,0.32434650000000004
767,20,37.5,8,52,48,12646,-1.6,29.75286464,111.2401342,-1.2464111,0.1541879
768,20,37.5,8,52,63,12647,-1.6,29.57120635,111.3224323,-1.2416337,-0.0019412
769,20,37.5,8,52,78,12648,-1.6,29.42127779,111.3815433,-1.2377672,-0.1491819
770,20,50.0,2,22,33,12157,-1.6,30.00725791,109.5816727,-1.2768549,3.149462
771,20,50.0,2,22,48,12158,-1.6,29.81214078,109.70799850000002,-1.2723354,3.1284397
772,20,50.0,2,22,63,12159,-1.6,29.65480818,109.7901153,-1.2689385,3.1105804
773,20,50.0,2,22,78,12160,-1.6,29.52126732,109.8487091,-1.2661979,3.0948824
774,20,50.0,2,37,33,12161,-1.6,29.92152132,109.4287924,-1.2737751,2.9000059
775,20,50.0,2,37,48,12162,-1.6,29.71807813,109.5701677,-1.2684177,2.8721188
776,20,50.0,2,37,63,12163,-1.6,29.55424003,109.6638268,-1.2643405,2.8487587000000003
777,20,50.0,2,37,78,12164,-1.6,29.41530747,109.7318373,-1.2610188999999998,2.8284093999999995
778,20,50.0,2,52,33,12165,-1.6,29.82837339,109.3204878,-1.2677381,2.6214947
779,20,50.0,2,52,48,12166,-1.6,29.61520014,109.47112040000002,-1.2613143999999998,2.5855992000000003
780,20,50.0,2,52,63,12167,-1.6,29.44368526,109.5719183,-1.2563768,2.5558263
781,20,50.0,2,52,78,12168,-1.6,29.29838501,109.6457761,-1.2523241000000005,2.5300588
782,20,50.0,4,22,33,12325,-1.6,30.41871247,109.5848168,-1.2795722,2.6970881
783,20,50.0,4,22,48,12326,-1.6,30.23623054,109.711137,-1.2751259,2.6239375
784,20,50.0,4,22,63,12327,-1.6,30.0902625,109.79325,-1.2717949,2.554415
785,20,50.0,4,22,78,12328,-1.6,29.96721239,109.8518402,-1.2691151000000005,2.4870954
786,20,50.0,4,37,33,12329,-1.6,30.33448685,109.4319603,-1.2769723999999998,2.393136
787,20,50.0,4,37,48,12330,-1.6,30.14410085,109.573308,-1.2717891,2.3072655
788,20,50.0,4,37,63,12331,-1.6,29.99203043,109.66694809999998,-1.2678658,2.2275002
789,20,50.0,4,37,78,12332,-1.6,29.86393901,109.7349442,-1.2646845,2.1515366
790,20,50.0,4,52,33,12333,-1.6,30.24332463,109.3236946,-1.2715113,2.0734604
791,20,50.0,4,52,48,12334,-1.6,30.04370606,109.474293,-1.2653826,1.9740563
792,20,50.0,4,52,63,12335,-1.6,29.884376,109.5750667,-1.2607041,1.8835643
793,20,50.0,4,52,78,12336,-1.6,29.75031444,109.6489061,-1.2568867,1.7986733
794,20,50.0,6,22,33,12493,-1.6,31.08311731,109.5854262,-1.2813991000000002,1.6542721000000002
795,20,50.0,6,22,48,12494,-1.6,30.92173061,109.7117402,-1.2770866,1.5610998
796,20,50.0,6,22,63,12495,-1.6,30.79485172,109.7938477,-1.2738735,1.4706745
797,20,50.0,6,22,78,12496,-1.6,30.689531800000005,109.8524329,-1.2713007,1.3818877
798,20,50.0,6,37,33,12497,-1.6,31.00059913,109.4325753,-1.2795803999999995,1.2873847
799,20,50.0,6,37,48,12498,-1.6,30.83186019,109.5739154,-1.274695,1.1823133
800,20,50.0,6,37,63,12499,-1.6,30.69957427,109.6675499,-1.2710323,1.0829351
801,20,50.0,6,37,78,12500,-1.6,30.58971613,109.73554140000002,-1.2680871,0.9871085
802,20,50.0,6,52,33,12501,-1.6,30.91149832,109.3243184,-1.2750651000000002,0.9105371
803,20,50.0,6,52,48,12502,-1.6,30.73432303,109.4749077,-1.2694312,0.7930804
804,20,50.0,6,52,63,12503,-1.6,30.59543646,109.5756751,-1.2651847,0.6845409
805,20,50.0,6,52,78,12504,-1.6,30.48025968,109.6495094,-1.2617576,0.5816237
806,20,50.0,8,22,33,12661,-1.6,31.02526896,109.5854433,-1.2822327,0.2894744
807,20,50.0,8,22,48,12662,-1.6,30.87928415,109.7117562,-1.2779662,0.1782275
808,20,50.0,8,22,63,12663,-1.6,30.76619063,109.7938625,-1.2747963,0.069643
809,20,50.0,8,22,78,12664,-1.6,30.67366927,109.8524466,-1.2722646,-0.037238199999999985
810,20,50.0,8,37,33,12665,-1.6,30.94516134,109.4325929,-1.2805694,-0.12569460000000002
811,20,50.0,8,37,48,12666,-1.6,30.79240165,109.5739315,-1.2757886,-0.2474309
812,20,50.0,8,37,63,12667,-1.6,30.67435539,109.6675648,-1.2722233,-0.3633096
813,20,50.0,8,37,78,12668,-1.6,30.5777228,109.7355554,-1.26937,-0.4754156
814,20,50.0,8,52,33,12669,-1.6,30.8590511,109.3243386,-1.2762409,-0.5462694
815,20,50.0,8,52,48,12670,-1.6,30.69863535,109.4749256,-1.2707825,-0.6788327
816,20,50.0,8,52,63,12671,-1.6,30.57442782,109.5756915,-1.2666985,-0.8021136999999999
817,20,50.0,8,52,78,12672,-1.6,30.47304763,109.6495246,-1.2634245000000002,-0.9194307
818,20,62.5,2,22,33,12181,-1.6,30.41968039,107.5354182,-1.2980243,3.244204
819,20,62.5,2,22,48,12182,-1.6,30.26611577,107.6925591,-1.293565,3.2290982
820,20,62.5,2,22,63,12183,-1.6,30.14172393,107.797515,-1.2902239,3.2160702000000003
821,20,62.5,2,22,78,12184,-1.6,30.03577588,107.8742929,-1.287535,3.2045195
822,20,62.5,2,37,33,12185,-1.6,30.34657982,107.3503192,-1.2963995,2.9803379
823,20,62.5,2,37,48,12186,-1.6,30.18606907,107.5215503,-1.2912851,2.9585123
824,20,62.5,2,37,63,12187,-1.6,30.05621562,107.6374226,-1.2874107,2.940097
825,20,62.5,2,37,78,12188,-1.6,29.94574981,107.7231703,-1.2842657,2.9239887
826,20,62.5,2,52,33,12189,-1.6,30.26909034,107.22151809999998,-1.2920681,2.6924922
827,20,62.5,2,52,48,12190,-1.6,30.1003782,107.401319,-1.2861039,2.6629283
828,20,62.5,2,52,63,12191,-1.6,29.96410408,107.5238726,-1.2815428,2.6383123
829,20,62.5,2,52,78,12192,-1.6,29.84826998,107.6151351,-1.2778136999999998,2.6169621
830,20,62.5,4,22,33,12349,-1.6,30.92597333,107.5377506,-1.3012115,2.2488034
831,20,62.5,4,22,48,12350,-1.6,30.78553658,107.694904,-1.2968241000000005,2.1848554
832,20,62.5,4,22,63,12351,-1.6,30.67308008,107.7998696,-1.2935481000000002,2.1229417
833,20,62.5,4,22,78,12352,-1.6,30.57820423,107.8766544,-1.2909193,2.0623056
834,20,62.5,4,37,33,12353,-1.6,30.854475800000003,107.3526606,-1.3000767,1.9521005
835,20,62.5,4,37,48,12354,-1.6,30.7075692,107.5238765,-1.2951369,1.8774147
836,20,62.5,4,37,63,12355,-1.6,30.59009127,107.6397393,-1.2914173,1.8069751
837,20,62.5,4,37,78,12356,-1.6,30.49135833,107.72548020000002,-1.2884136,1.7392336
838,20,62.5,4,52,33,12357,-1.6,30.77903774,107.2238946,-1.2963336,1.6445129
839,20,62.5,4,52,48,12358,-1.6,30.62453134,107.40367179999998,-1.2906678,1.5583101
840,20,62.5,4,52,63,12359,-1.6,30.50104007,107.5262094,-1.2863694,1.4788448
841,20,62.5,4,52,78,12360,-1.6,30.3970591,107.61746,-1.2828791000000002,1.4036679
842,20,62.5,6,22,33,12517,-1.6,31.75638665,107.5380435,-1.3032701,0.888763
843,20,62.5,6,22,48,12518,-1.6,31.63807763,107.6951957,-1.2990156000000002,0.8131887
844,20,62.5,6,22,63,12519,-1.6,31.54590126,107.8001591,-1.2958567,0.7384678000000001
845,20,62.5,6,22,78,12520,-1.6,31.4697713,107.8769415,-1.2933344999999998,0.6642874
846,20,62.5,6,37,33,12521,-1.6,31.68667982,107.35295359999998,-1.3029232,0.5542368000000001
847,20,62.5,6,37,48,12522,-1.6,31.56278127,107.5241664,-1.2982813999999998,0.469454
848,20,62.5,6,37,63,12523,-1.6,31.46599683,107.640027,-1.2948229,0.3879592
849,20,62.5,6,37,78,12524,-1.6,31.38645488,107.7257659,-1.2920557,0.308569
850,20,62.5,6,52,33,12525,-1.6,31.61349656,107.224194,-1.3001365,0.2140267
851,20,62.5,6,52,48,12526,-1.6,31.48275866,107.40396640000002,-1.2949681999999998,0.1194657
852,20,62.5,6,52,63,12527,-1.6,31.38096275,107.5265007,-1.2911046,0.0308672
853,20,62.5,6,52,78,12528,-1.6,31.29715684,107.6177487,-1.2880074,-0.053922000000000005
854,20,62.5,8,22,33,12685,-1.6,31.66646239,107.53786,-1.304242,-0.678882
855,20,62.5,8,22,48,12686,-1.6,31.56405626,107.6950139,-1.3000333,-0.7654459
856,20,62.5,8,22,63,12687,-1.6,31.48642884,107.7999781,-1.2969176000000002,-0.8515724
857,20,62.5,8,22,78,12688,-1.6,31.42379806,107.8767608,-1.2944365,-0.9373381
858,20,62.5,8,37,33,12689,-1.6,31.59930747,107.3527676,-1.3040528999999998,-1.0463116
859,20,62.5,8,37,48,12690,-1.6,31.491953,107.5239815,-1.2995164,-1.1407912
860,20,62.5,8,37,63,12691,-1.6,31.41029827,107.6398428,-1.296156,-1.2322676
861,20,62.5,8,37,78,12692,-1.6,31.34449412,107.7255822,-1.2934816999999998,-1.3217404
862,20,62.5,8,52,33,12693,-1.6,31.52918456,107.2240092,-1.3014561000000002,-1.4161204
863,20,62.5,8,52,48,12694,-1.6,31.41588363,107.4037817,-1.2964653999999998,-1.5190002
864,20,62.5,8,52,63,12695,-1.6,31.32971922,107.5263163,-1.2927665000000002,-1.6160957
865,20,62.5,8,52,78,12696,-1.6,31.26037113,107.6175645,-1.2898245000000002,-1.7094212
866,20,75.0,2,22,33,12205,-1.6,30.73615002,105.2736712,-1.3234035,3.1781976000000003
867,20,75.0,2,22,48,12206,-1.6,30.61159546,105.4648449,-1.3189285,3.1680787999999995
868,20,75.0,2,22,63,12207,-1.6,30.51039621,105.5951582,-1.3155834,3.1591107000000003
869,20,75.0,2,22,78,12208,-1.6,30.42398363,105.6922042,-1.3128963,3.1510367
870,20,75.0,2,37,33,12209,-1.6,30.67207554,105.0533438,-1.3228007,2.9049416
871,20,75.0,2,37,48,12210,-1.6,30.54158695,105.25734640000002,-1.3177934,2.8884007
872,20,75.0,2,37,63,12211,-1.6,30.43569225,105.3977332,-1.3140139,2.8742822999999995
873,20,75.0,2,37,78,12212,-1.6,30.34544815,105.5031345,-1.3109546,2.8618501
874,20,75.0,2,52,33,12213,-1.6,30.60561457,104.901793,-1.3196385,2.6122482
875,20,75.0,2,52,48,12214,-1.6,30.46820546,105.113939,-1.313927,2.5883834
876,20,75.0,2,52,63,12215,-1.6,30.35680203,105.2604061,-1.3095778,2.5683934
877,20,75.0,2,52,78,12216,-1.6,30.26193265,105.3708778,-1.3060336,2.5509956000000003
878,20,75.0,4,22,33,12373,-1.6,31.33925799,105.2754671,-1.3270828,1.7368663
879,20,75.0,4,22,48,12374,-1.6,31.22822324,105.4666688,-1.3226785,1.6810832999999998
880,20,75.0,4,22,63,12375,-1.6,31.13944368,105.5970031,-1.3193979,1.6260991000000002
881,20,75.0,4,22,78,12376,-1.6,31.06445534,105.6940649,-1.3167705,1.5716688
882,20,75.0,4,37,33,12377,-1.6,31.27680015,105.0551372,-1.3269815,1.4517314
883,20,75.0,4,37,48,12378,-1.6,31.16045814,105.2591341,-1.3221497,1.3868283
884,20,75.0,4,37,63,12379,-1.6,31.06733751,105.3995188,-1.3185262,1.3246906
885,20,75.0,4,37,78,12380,-1.6,30.98894631,105.5049193,-1.3156095,1.2643635
886,20,75.0,4,52,33,12381,-1.6,31.21249724,104.9036282,-1.3244212,1.1592477
887,20,75.0,4,52,48,12382,-1.6,31.08951956,105.1157498,-1.319012,1.0844854
888,20,75.0,4,52,63,12383,-1.6,30.99160642,105.262207,-1.3149294,1.0146957
889,20,75.0,4,52,78,12384,-1.6,30.90910592,105.3726715,-1.3116277,0.9481205
890,20,75.0,6,22,33,12541,-1.6,32.34189332,105.2755405,-1.3293861,0.12025539999999997
891,20,75.0,6,22,48,12542,-1.6,32.25403868,105.4667445,-1.3251141000000002,0.0602104
892,20,75.0,6,22,63,12543,-1.6,32.18621024,105.5970792,-1.3219502,-0.0004793
893,20,75.0,6,22,78,12544,-1.6,32.13108943,105.6941404,-1.3194291,-0.0615271
894,20,75.0,6,37,33,12545,-1.6,32.28140698,105.0552064,-1.3300815,-0.1818101
895,20,75.0,6,37,48,12546,-1.6,32.18877335,105.25920359999998,-1.3255485,-0.2491369
896,20,75.0,6,37,63,12547,-1.6,32.11751974,105.3995885,-1.3221869,-0.315081
897,20,75.0,6,37,78,12548,-1.6,32.05938118,105.5049888,-1.3195077,-0.3800913
